dataset	method	from	to	weight	from_name	to_name	asso_est	asso_type	edge_betw	name_from_sorted	name_to_sorted	edge_name
ST131_FMBN_ps	spieceasi	1	3	0.2928932188134524	Lactobacillus complex	Streptococcus	-2.220446049250313e-16	mut_ex	1	Lactobacillus complex	Streptococcus	Lactobacillus complex--Streptococcus
ST131_FMBN_ps	sparcc	2	3	1	Lactococcus	Streptococcus	1	copres	1	Lactococcus	Streptococcus	Lactococcus--Streptococcus
ST131_FMBN_ps	ccrepe	1	2	0.36145394178138557	Lactobacillus complex	Lactococcus	0.18451786306693985	copres	1	Lactobacillus complex	Lactococcus	Lactobacillus complex--Lactococcus
ST131_FMBN_ps	ccrepe	1	3	0.214426651202405	Lactobacillus complex	Streptococcus	-0.23425097268213588	mut_ex	1	Lactobacillus complex	Streptococcus	Lactobacillus complex--Streptococcus
ST131_FMBN_ps	ccrepe	2	3	3.234108789055279e-4	Lactococcus	Streptococcus	-0.9987065656735709	mut_ex	1	Lactococcus	Streptococcus	Lactococcus--Streptococcus
ST136_FMBN_ps	spieceasi	2	7	0.23581616383364756	Enterobacter	Lactobacillus	-0.16795387091584502	mut_ex	1	Enterobacter	Lactobacillus	Enterobacter--Lactobacillus
ST136_FMBN_ps	spieceasi	4	8	0.2658000320296374	Escherichia/Shigella	Lactococcus	-0.07809918593536302	mut_ex	2	Escherichia/Shigella	Lactococcus	Escherichia/Shigella--Lactococcus
ST136_FMBN_ps	spieceasi	4	9	0.29876296346007736	Escherichia/Shigella	Macrococcus	0.01653323716941446	copres	2	Escherichia/Shigella	Macrococcus	Escherichia/Shigella--Macrococcus
ST136_FMBN_ps	spring	1	5	0.3055568314589787	Citrobacter	Klebsiella	0.03549737133341352	copres	6	Citrobacter	Klebsiella	Citrobacter--Klebsiella
ST136_FMBN_ps	spring	3	5	0.29679023979808616	Enterococcus	Klebsiella	0.010992066313533777	copres	4	Enterococcus	Klebsiella	Enterococcus--Klebsiella
ST136_FMBN_ps	spring	1	7	0.34691011295196383	Citrobacter	Lactobacillus	0.14694719887116664	copres	6	Citrobacter	Lactobacillus	Citrobacter--Lactobacillus
ST136_FMBN_ps	spring	2	7	0.2876992762951497	Enterobacter	Lactobacillus	-0.014744641980906914	mut_ex	4	Enterobacter	Lactobacillus	Enterobacter--Lactobacillus
ST136_FMBN_ps	spring	4	9	0.37194210730365085	Escherichia/Shigella	Macrococcus	0.21108656684364235	copres	1	Escherichia/Shigella	Macrococcus	Escherichia/Shigella--Macrococcus
ST136_FMBN_ps	sparcc	1	2	0.007856009950773069	Citrobacter	Enterobacter	-0.9686993939816009	mut_ex	1.6666666666666667	Citrobacter	Enterobacter	Citrobacter--Enterobacter
ST136_FMBN_ps	sparcc	1	3	1	Citrobacter	Enterococcus	1	copres	2.9999999999999996	Citrobacter	Enterococcus	Citrobacter--Enterococcus
ST136_FMBN_ps	sparcc	2	3	1	Enterobacter	Enterococcus	1	copres	2.9999999999999996	Enterobacter	Enterococcus	Enterobacter--Enterococcus
ST136_FMBN_ps	sparcc	3	4	1	Enterococcus	Escherichia/Shigella	1	copres	5	Enterococcus	Escherichia/Shigella	Enterococcus--Escherichia/Shigella
ST136_FMBN_ps	sparcc	1	5	0.47798393350071855	Citrobacter	Klebsiella	0.45499845263323546	copres	2	Citrobacter	Klebsiella	Citrobacter--Klebsiella
ST136_FMBN_ps	sparcc	2	5	0.1825391567979845	Enterobacter	Klebsiella	-0.3364844603371003	mut_ex	2	Enterobacter	Klebsiella	Enterobacter--Klebsiella
ST136_FMBN_ps	sparcc	3	5	1	Enterococcus	Klebsiella	1	copres	2.666666666666666	Enterococcus	Klebsiella	Enterococcus--Klebsiella
ST136_FMBN_ps	sparcc	3	6	1	Enterococcus	Lactobacillus complex	1	copres	5	Enterococcus	Lactobacillus complex	Enterococcus--Lactobacillus complex
ST136_FMBN_ps	sparcc	1	7	0.3827264023442064	Citrobacter	Lactobacillus	0.23794661127414685	copres	1.6666666666666665	Citrobacter	Lactobacillus	Citrobacter--Lactobacillus
ST136_FMBN_ps	sparcc	3	7	1	Enterococcus	Lactobacillus	1	copres	4.166666666666667	Enterococcus	Lactobacillus	Enterococcus--Lactobacillus
ST136_FMBN_ps	sparcc	3	8	1	Enterococcus	Lactococcus	1	copres	3.9999999999999996	Enterococcus	Lactococcus	Enterococcus--Lactococcus
ST136_FMBN_ps	sparcc	5	8	0.6043083628187993	Klebsiella	Lactococcus	0.6868562565297219	copres	2	Klebsiella	Lactococcus	Klebsiella--Lactococcus
ST136_FMBN_ps	sparcc	2	9	0.4153699543813426	Enterobacter	Macrococcus	0.3164154195198532	copres	1.6666666666666665	Enterobacter	Macrococcus	Enterobacter--Macrococcus
ST136_FMBN_ps	sparcc	3	9	1	Enterococcus	Macrococcus	1	copres	4.166666666666667	Enterococcus	Macrococcus	Enterococcus--Macrococcus
ST136_FMBN_ps	sparcc	3	10	1	Enterococcus	Staphylococcus	1	copres	4	Enterococcus	Staphylococcus	Enterococcus--Staphylococcus
ST136_FMBN_ps	sparcc	5	10	0.384361834292965	Klebsiella	Staphylococcus	0.24197929784975458	copres	2	Klebsiella	Staphylococcus	Klebsiella--Staphylococcus
ST136_FMBN_ps	sparcc	1	11	1	Citrobacter	Streptococcus	1	copres	2.9999999999999996	Citrobacter	Streptococcus	Citrobacter--Streptococcus
ST136_FMBN_ps	sparcc	2	11	1	Enterobacter	Streptococcus	1	copres	2.9999999999999996	Enterobacter	Streptococcus	Enterobacter--Streptococcus
ST136_FMBN_ps	sparcc	3	11	0.9419267203628715	Enterococcus	Streptococcus	0.9932549883843758	copres	1	Enterococcus	Streptococcus	Enterococcus--Streptococcus
ST136_FMBN_ps	sparcc	4	11	1	Escherichia/Shigella	Streptococcus	1	copres	5	Escherichia/Shigella	Streptococcus	Escherichia/Shigella--Streptococcus
ST136_FMBN_ps	sparcc	5	11	1	Klebsiella	Streptococcus	1	copres	2.6666666666666665	Klebsiella	Streptococcus	Klebsiella--Streptococcus
ST136_FMBN_ps	sparcc	6	11	1	Lactobacillus complex	Streptococcus	1	copres	5	Lactobacillus complex	Streptococcus	Lactobacillus complex--Streptococcus
ST136_FMBN_ps	sparcc	7	11	1	Lactobacillus	Streptococcus	1	copres	4.166666666666667	Lactobacillus	Streptococcus	Lactobacillus--Streptococcus
ST136_FMBN_ps	sparcc	8	11	1	Lactococcus	Streptococcus	1	copres	3.9999999999999996	Lactococcus	Streptococcus	Lactococcus--Streptococcus
ST136_FMBN_ps	sparcc	9	11	1	Macrococcus	Streptococcus	1	copres	4.166666666666667	Macrococcus	Streptococcus	Macrococcus--Streptococcus
ST136_FMBN_ps	sparcc	10	11	1	Staphylococcus	Streptococcus	1	copres	4	Staphylococcus	Streptococcus	Staphylococcus--Streptococcus
ST136_FMBN_ps	ccrepe	1	5	0.6513631504103934	Citrobacter	Klebsiella	0.7569046942164681	copres	1	Citrobacter	Klebsiella	Citrobacter--Klebsiella
ST136_FMBN_ps	ccrepe	1	7	0.6992191150269513	Citrobacter	Lactobacillus	0.8190617184696594	copres	1	Citrobacter	Lactobacillus	Citrobacter--Lactobacillus
ST136_FMBN_ps	ccrepe	5	7	0.5423591822223299	Klebsiella	Lactobacillus	0.5811297638075709	copres	1	Klebsiella	Lactobacillus	Klebsiella--Lactobacillus
ST136_FMBN_ps	ccrepe	3	8	0.09306980475583171	Enterococcus	Lactococcus	-0.6450447580912506	mut_ex	4	Enterococcus	Lactococcus	Enterococcus--Lactococcus
ST136_FMBN_ps	ccrepe	4	8	0.0350866566123933	Escherichia/Shigella	Lactococcus	-0.8621155204948989	mut_ex	2	Escherichia/Shigella	Lactococcus	Escherichia/Shigella--Lactococcus
ST136_FMBN_ps	ccrepe	4	9	0.7152376401086623	Escherichia/Shigella	Macrococcus	0.8378207967782325	copres	1.5	Escherichia/Shigella	Macrococcus	Escherichia/Shigella--Macrococcus
ST136_FMBN_ps	ccrepe	8	9	0.07192108007974118	Lactococcus	Macrococcus	-0.7226609632007083	mut_ex	2.5	Lactococcus	Macrococcus	Lactococcus--Macrococcus
ST136_FMBN_ps	ccrepe	4	11	0.5042101638401786	Escherichia/Shigella	Streptococcus	0.508384876721235	copres	1.5	Escherichia/Shigella	Streptococcus	Escherichia/Shigella--Streptococcus
ST136_FMBN_ps	ccrepe	8	11	0.09133010791587826	Lactococcus	Streptococcus	-0.6513619455603391	mut_ex	2.5	Lactococcus	Streptococcus	Lactococcus--Streptococcus
